Company,ActiveBrand,Headquarters,Employees,Founded,LeadExecutive,ParentStockTicker,ParentPublicExposure,PrimarySector,PrimarySubSector,ImmigrationDetentionInvolvement,SupportsPrisonLabor,HarmScore,AnnualRevenuesMn,RevenueFiscalYear,Website,Corrections,ImmigrationDetention,PrisonLabor,Financials,Other ,Rank
Eli Roberts & Sons,Y,FL,30,1958,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Utility/Energy,n/a,n/a,"n/a,",21.00,2018,http://www.eliroberts.com/,http://www.dc.state.fl.us/business/contracts/,n/a,n/a,PrivCo (www.privco.com),n/a,1270
International Restaurant Distributors,Y,FL,,1984,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,"n/a,",21.00,2018,https://www.irdequipment.com/,http://www.dc.state.fl.us/business/contracts/,n/a,n/a,PrivCo (www.privco.com),n/a,1271
Jenny Service,Y,NV,25,1994,n/a,n/a,Tier 4 - Small Privately-Owned,Food & Commissary,Commissary,n/a,Y,"n/a,",21.00,2018,http://jennyservice.co/,https://www.nationalcia.org/corporate-members,n/a,See corrections source,PrivCo (www.privco.com),n/a,1272
Keating of Chicago,Y,IL,80,1931,n/a,n/a,Tier 4 - Small Privately-Owned,Food & Commissary,Kitchen Equipment,n/a,n/a,"n/a,",21.00,2018,http://www.keatingofchicago.com/,http://www.acfsa.org/marketplace/marketplaceSearch.php?mCritQ=2,n/a,n/a,PrivCo (www.privco.com),n/a,1273
Morgan Bros Supply,Y,FL,110,1980,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,"n/a,",21.00,2018,https://www.morganbros.com/,FL DOC Spending,n/a,n/a,PrivCo (www.privco.com),http://correctionsmarketplace.com/,1274
National Food Trading Corp (dba National Cortina),Y,NJ,25,1958,n/a,n/a,Tier 4 - Small Privately-Owned,Food & Commissary,Prison Food,n/a,n/a,"n/a,",21.00,2018,https://nationalcortina.com/#,NYS DOCCS Spending,n/a,n/a,PrivCo (www.privco.com),https://www.linkedin.com/company/national-food-trading-corporation/,1275
Palmetto Food Service,Y,GA,25,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Food & Commissary,Prison Food,n/a,n/a,"n/a,",21.00,2018,http://www.palmettofoodservicellc.com/,FBOP Spending,n/a,n/a,PrivCo (www.privco.com),n/a,1276
Praeses,Y,LA,110,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Operations & Management,"Procurement, Contracting, & Other Admin Services",n/a,n/a,"n/a,",21.00,2018,http://www.praeses.com/,https://www.praesescsd.com/,n/a,n/a,PrivCo (www.privco.com),n/a,1277
Saunders Manufacturing,Y,ME,90,1946,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,"n/a,",21.00,2018,http://saunders-USA.com/,https://saunders-usa.com/collections/law-enforcement,n/a,n/a,PrivCo (www.privco.com),n/a,1278
Tenica And Associates,Y,CA,92,2008,n/a,n/a,Tier 4 - Small Privately-Owned,Operations & Management,"Procurement, Contracting, & Other Admin Services",Y,n/a,"n/a,",21.00,2018,http://www.tenica.biz/,n/a,GovSpend,n/a,PrivCo (www.privco.com),n/a,1279
Utility Construction Company ,Y,LA,80,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Utility/Energy,Y,n/a,"n/a,",21.00,2018,https://ucspower.com/,n/a,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo (www.privco.com),n/a,1280
Westwood Pharmacy,Y,VA,90,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Healthcare,Pharmacy,n/a,n/a,"n/a,",21.00,2018,http://westwoodpharmacy.com/,See website,n/a,n/a,PrivCo (www.privco.com),n/a,1281
Blaisdell's Business Products,Y,CA,35,1950,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,"n/a,",20.60,2018,http://blaisdells.com/,California Spending Data - 2018,n/a,n/a,PrivCo (www.privco.com),n/a,1282
Voti Detection,Y,Canada,n/a,2008,Rory Olson,VOTI.V-CA,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,Security Technology,Y,n/a,11,20.10,2019,https://votidetection.com/,https://votidetection.com/industries/law-enforcement-military-correctional-facilities/,n/a,n/a,FactSet,n/a,1283
Keson,Y,IL,45,1968,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,"n/a,",20.00,2018,https://www.keson.com/,https://www.keson.com/product-category/chalk/,n/a,n/a,PrivCo (www.privco.com),n/a,1284
Key Systems,Y,NY,90,1987,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,n/a,n/a,"n/a,",20.00,2018,https://www.keystorage.com/,https://www.keystorage.com/oc-spray-station?rq=PRison,n/a,n/a,PrivCo (www.privco.com),n/a,1285
Koch Corporation (dba Strong Tower Construction),Y,KY,88,1936,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,n/a,n/a,"n/a,",20.00,2018,https://kochcorporation.com/,OH DRC Spending,n/a,n/a,PrivCo (www.privco.com),https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=6902072,1286
Lantana Communications,Y,TX,75,1990,n/a,n/a,Tier 4 - Small Privately-Owned,Telecom,Prison Communications,n/a,n/a,"n/a,",20.00,2018,http://lantanacom.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310003702-T.pdf,n/a,n/a,PrivCo (www.privco.com),n/a,1287
M&E Manufacturing Company,Y,NY,90,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,"n/a,",20.00,2018,http://www.mandeusa.com/,http://ajaproductserviceresource.com/,n/a,n/a,PrivCo (www.privco.com),n/a,1288
MT2,Y,CO,100,1996,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,n/a,n/a,"n/a,",20.00,2018,http://mt2.com/,FL DOC Spending,n/a,n/a,PrivCo (www.privco.com),n/a,1289
Norix Furniture,Y,IL,85,1983,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,"n/a,",20.00,2018,http://www.norix.com/justice-furniture.asp,http://register.aca.org/DOCS/Conference/COC2017/FINAL%20St%20Louis%20PROGRAM%20BOOK.pdf,n/a,n/a,PrivCo (www.privco.com),n/a,1290
Norix Group,Y,IL,85,1983,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,Y,"n/a,",20.00,2018,http://www.norix.com/,http://www.norix.com/justice-furniture.asp,n/a,https://www.nationalcia.org/corporate-members,PrivCo (www.privco.com),https://www.nationalcia.org/corporate-members,1291
RR Brink Locking Systems,Y,IL,75,1976,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,"n/a,",20.00,2018,http://www.rrbrink.com/,http://register.aca.org/DOCS/Conference/COC2017/FINAL%20St%20Louis%20PROGRAM%20BOOK.pdf,n/a,n/a,PrivCo (www.privco.com),n/a,1292
Security Door Controls,Y,CA,85,1972,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,"n/a,",20.00,2018,http://www.sdcsecurity.com/,http://correctionsmarketplace.com/,n/a,n/a,PrivCo (www.privco.com),n/a,1293
Correct Rx Pharmacy Services,Y,MD,80,2003,n/a,n/a,Tier 4 - Small Privately-Owned,Healthcare,Pharmacy,n/a,n/a,"n/a,",19.00,2018,http://correctrxpharmacy.com/,See Controlled Products Systems Group,n/a,n/a,PrivCo (www.privco.com),n/a,1294
Crabtree Rohrbaugh,Y,PA,80,1984,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,n/a,n/a,"n/a,",19.00,2018,http://www.cra-architects.com,http://www.cra-architects.com/project_category/justice/,n/a,n/a,PrivCo (www.privco.com),n/a,1295
Data Imaging & Associates,Y,NC,35,1973,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,"n/a,",19.00,2018,http://www.datai.com/,https://facts.fldfs.com/Search/ContractSearch.aspx,n/a,n/a,PrivCo (www.privco.com),n/a,1296
Elbeco,Y,PA,100,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,Y,"n/a,",19.00,2018,http://elbeco.com/,https://www.nationalcia.org/corporate-members,n/a,See corrections source,PrivCo (www.privco.com),n/a,1297
Global Power Group,Y,CA,70,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Utility/Energy,n/a,n/a,"n/a,",19.00,2018,https://globalpowergroup.net/,California Spending Data - 2018,n/a,n/a,PrivCo (www.privco.com),n/a,1298
Gould & Goodrich,Y,NC,60,1985,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,n/a,n/a,"n/a,",19.00,2018,http://gouldUSA.com/,See website,n/a,n/a,PrivCo (www.privco.com),n/a,1299
Innoviss ,Y,MD,100,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Operations & Management,"Procurement, Contracting, & Other Admin Services",Y,n/a,"n/a,",19.00,2018,http://www.innoviss.com/,n/a,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo (www.privco.com),n/a,1300
LC Action Police Supply,Y,CA,35,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,n/a,n/a,"n/a,",19.00,2018,https://www.lcaction.com/,See website,n/a,n/a,PrivCo (www.privco.com),n/a,1301
Mayer Fabrics,Y,IN,75,1897,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,Y,"n/a,",19.00,2018,http://www.mayerfabrics.com/,https://www.nationalcia.org/corporate-members,n/a,https://www.nationalcia.org/corporate-members,PrivCo (www.privco.com),n/a,1302
Pipe Movers Inc (dba PMI Steel Pipe),Y,TX,80,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,Y,"n/a,",19.00,2018,http://www.pipemovers.com/,TDCJ Spending,n/a,See corrections source,PrivCo (www.privco.com),n/a,1303
Power Machinery Center,Y,CA,85,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,n/a,n/a,"n/a,",19.00,2018,http://www.powermachinery.com/,California Spending Data - 2018,n/a,n/a,PrivCo (www.privco.com),n/a,1304
SI Technologies,Y,CA,213,1979,n/a,ARES,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,Security Technology,n/a,n/a,8,19.00,2017,https://www.securityintegrations.com/,NYS DOCCS Spending,n/a,n/a,PrivCo (www.privco.com),https://capstoneheadwaters.com/transactions/capstone-headwaters-advised-si-technologies-its-acquisition-convergint-technologies,1305
SMRT Architects and Engineers,Y,ME,109,1884,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,n/a,n/a,"n/a,",19.00,2018,http://smrtinc.com/,http://smrtinc.com/sector/criminal-justicesafety/,n/a,n/a,PrivCo (www.privco.com),n/a,1306
Southern Index,Y,GA,35,1988,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,Y,"n/a,",19.00,2018,http://southernindex.com/,https://www.nationalcia.org/corporate-members,n/a,See corrections source,PrivCo (www.privco.com),n/a,1307
Southside Trailer Service,Y,NY,,1974,n/a,n/a,Tier 4 - Small Privately-Owned,Transportation,Agency Transportation,n/a,Y,"n/a,",19.00,2018,http://www.southsidetrailer.com/,NYS DOCCS Spending,n/a,See corrections source,PrivCo (www.privco.com),n/a,1308
Legacy Inmate Communications,Y,CA,,1996,n/a,n/a,Tier 4 - Small Privately-Owned,Telecom,Prison Communications,n/a,n/a,"n/a,",18.70,2017,https://www.legacyinmate.com/,See website,n/a,n/a,https://www.prisonpolicy.org/phones/financials/2017/legacy_long_distance_international_inc._al_annual_financial_statements2017.pdf,n/a,1309
VirTra,Y,AZ,79,1993,Bob Ferris,VTSI,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Personnel,Staff Training,n/a,n/a,11,18.60,2019,https://www.virtra.com/,See website,n/a,n/a,FactSet,n/a,1310
Carrier Johnson + Culture,Y,CA,98,1977,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,n/a,n/a,"n/a,",18.00,2018,http://www.carrierjohnson.com/,http://gracehebert.com/files/news/Correctional_News_2015_Architect_List.pdf,n/a,n/a,PrivCo (www.privco.com),n/a,1311
CourtSmart Digital Systems,Y,MA,35,1997,n/a,n/a,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,n/a,n/a,"n/a,",18.00,2018,https://www.courtsmart.com/,See website,n/a,n/a,PrivCo (www.privco.com),n/a,1312
Dataworks Plus,Y,SC,95,2000,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Security Technology,n/a,n/a,"n/a,",18.00,2018,http://www.dataworksplus.com/,https://facts.fldfs.com/Search/ContractSearch.aspx,n/a,n/a,PrivCo (www.privco.com),n/a,1313
Dentrust Dental International ,Y,PA,85,1990,n/a,n/a,Tier 4 - Small Privately-Owned,Healthcare,Medical Healthcare,Y,n/a,"n/a,",18.00,2018,https://dentrustocs.com/,See website,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo (www.privco.com),n/a,1314
Federal Corporation,Y,OK,40,1918,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,"n/a,",18.00,2018,http://www.federalcorp.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310017912%20RFQ3945.pdf,n/a,n/a,PrivCo (www.privco.com),n/a,1315
Hoffman Engineering,Y,CT,70,1955,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,n/a,n/a,"n/a,",18.00,2018,http://www.hoffmanengineering.com/,https://www.ncjrs.gov/pdffiles1/nij/grants/192735.pdf,n/a,n/a,PrivCo (www.privco.com),n/a,1316
KBS Electrical Distributors,Y,TX,45,1982,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,n/a,n/a,"n/a,",18.00,2018,http://www.kbselectric.com/,TDCJ Spending,n/a,n/a,PrivCo (www.privco.com),n/a,1317
Morse Watchmans,Y,CT,65,1882,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,n/a,n/a,"n/a,",18.00,2018,http://www.morsewatchmans.com/,https://www.morsewatchmans.com/markets/corrections,n/a,n/a,PrivCo (www.privco.com),n/a,1318
North American Arms (formerly Rocky Mountain Arms),Y,UT,70,1972,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,n/a,n/a,"n/a,",18.00,2018,https://northamericanarms.com/,See website,n/a,n/a,PrivCo (www.privco.com),n/a,1319
Numerica,Y,CO,70,1996,n/a,n/a,Tier 4 - Small Privately-Owned,Data & Information Systems,"Arrest, Court, & Probation Data Systems",n/a,n/a,"n/a,",18.00,2017,http://www.numerica.us/,See Friedrich Air Conditioning,n/a,n/a,PrivCo (www.privco.com),n/a,1320
Package Concepts & Materials,Y,SC,90,1980,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,Y,"n/a,",18.00,2018,http://packageconcepts.com/,See website,n/a,See corrections source,PrivCo (www.privco.com),n/a,1321
Rock Solid Technologies,Y,PR,125,1994,n/a,n/a,Tier 4 - Small Privately-Owned,Data & Information Systems,"Arrest, Court, & Probation Data Systems",n/a,n/a,"n/a,",18.00,2018,https://www.rocksolid.com/,https://www.rocksolid.com/justice-360,n/a,n/a,PrivCo (www.privco.com),n/a,1322
Saratoga Medical Center,Y,VA,220,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Healthcare,Third Party Staffing,n/a,n/a,"n/a,",18.00,2018,http://saratogamed.com/,http://ajaproductserviceresource.com/,n/a,n/a,PrivCo (www.privco.com),n/a,1323
Tiger Correctional Services,Y,AR,160,1999,n/a,n/a,Tier 4 - Small Privately-Owned,Food & Commissary,Commissary,n/a,n/a,"n/a,",18.00,2018,https://www.tigercommissary.com/,See website,n/a,n/a,PrivCo (www.privco.com),n/a,1324
TMI Coatings,Y,MN,110,1985,Tracy Gliori,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,n/a,n/a,"n/a,",18.00,2018,http://www.tmicoatings.com/,TDCJ Spending,n/a,n/a,PrivCo (www.privco.com),n/a,1325
Kriss,Y,CA,70,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,n/a,n/a,"n/a,",17.00,2018,https://kriss-USA.com/,See website,n/a,n/a,PrivCo (www.privco.com),n/a,1326
Mobile Medical International Corporation,Y,VT,,1994,n/a,n/a,Tier 4 - Small Privately-Owned,Healthcare,Medical Equipment,n/a,n/a,"n/a,",17.00,2018,http://www.mmicglobal.com/,http://correctionsmarketplace.com/,n/a,n/a,PrivCo (www.privco.com),n/a,1327
Curtis Restaurant Supply & Equipment,Y,OK,,1946,n/a,n/a,Tier 4 - Small Privately-Owned,Food & Commissary,Kitchen Equipment,n/a,n/a,"n/a,",16.70,2018,http://www.curtisequipment.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310004163-T.pdf,n/a,n/a,PrivCo (www.privco.com),n/a,1328
Genetco,Y,NY,45,1986,n/a,n/a,Tier 4 - Small Privately-Owned,Healthcare,Pharmacy,n/a,n/a,"n/a,",16.50,2018,http://www.genetcoinc.com/,NYS DOCCS Spending,n/a,n/a,PrivCo (www.privco.com),n/a,1329
Glazier Packing,Y,NY,55,1903,n/a,n/a,Tier 4 - Small Privately-Owned,Food & Commissary,Commissary,n/a,n/a,"n/a,",16.50,2018,http://www.glazierfoodservice.com/,NYS DOCCS Spending,n/a,n/a,PrivCo (www.privco.com),n/a,1330
Integrityone Partners ,Y,VA,90,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Operations & Management,"Procurement, Contracting, & Other Admin Services",Y,n/a,"n/a,",16.50,2018,http://www.ionep.com/,n/a,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo (www.privco.com),n/a,1331
Moduform,Y,MA,170,1976,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,Y,"n/a,",16.50,2018,http://moduform.com/,TDCJ Spending,n/a,See corrections source,PrivCo (www.privco.com),n/a,1332
Native Energy & Technology,Y,TX,160,1998,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Utility/Energy,Y,n/a,"n/a,",16.50,2018,http://native-energy.com/,n/a,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo (www.privco.com),n/a,1333
Par-Kut International,Y,MI,65,1954,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,"n/a,",16.50,2018,http://www.parkut.com/,https://www.ncjrs.gov/pdffiles1/nij/grants/192735.pdf,n/a,n/a,PrivCo (www.privco.com),n/a,1334
Spectrum Services Group ,Y,NV,70,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,Y,n/a,"n/a,",16.50,2018,http://www.spectrumse.com/,n/a,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo (www.privco.com),n/a,1335
Variety Foods,Y,MI,210,1928,n/a,n/a,Tier 4 - Small Privately-Owned,Food & Commissary,Prison Food,n/a,n/a,"n/a,",16.50,2018,https://www.varietyfoodservices.com/,http://correctionsmarketplace.com/,n/a,n/a,PrivCo (www.privco.com),n/a,1336
Bradford Industrial Supply,Y,OK,40,1963,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,"n/a,",16.00,2018,https://www.bradfordsupply.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310004105-T.pdf,n/a,n/a,PrivCo (www.privco.com),n/a,1337
Parker Tide,Y,DC,100,1997,n/a,n/a,Tier 4 - Small Privately-Owned,Operations & Management,"Procurement, Contracting, & Other Admin Services",Y,n/a,"n/a,",16.00,2018,http://www.parkertide.com/,n/a,GovSpend,n/a,PrivCo (www.privco.com),n/a,1338
Aardvark Tactical,Y,CA,30,2018,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,Y,n/a,"n/a,",15.90,2018,https://www.aardvarktactical.com/,n/a,GovSpend,n/a,PrivCo (www.privco.com),https://www.aardvarktactical.com/products/instantaneous-blast-grenade,1339
A-Jax Company,Y,FL,35,1973,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,"n/a,",15.50,2018,http://www.ajaxco.com/,http://correctionsmarketplace.com/,n/a,n/a,PrivCo (www.privco.com),n/a,1340
Crest Foodservice Equipment,Y,VA,,1984,n/a,n/a,Tier 4 - Small Privately-Owned,Food & Commissary,Prison Food,n/a,n/a,"n/a,",15.50,2018,http://www.crestfoodservice.com,https://www.floorplangenie.com/Events/fpg_ACFSA/ACFSA2017/Public/fpg.aspx,n/a,n/a,PrivCo (www.privco.com),n/a,1341
Falcon Fuels,Y,CA,15,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Utility/Energy,n/a,n/a,"n/a,",15.50,2018,http://falconfuelsinc.com/,California Spending Data - 2018,n/a,n/a,PrivCo (www.privco.com),n/a,1342
ISS Action,Y,NY,260,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Personnel,Third Party Staffing,Y,n/a,"n/a,",15.50,2018,http://issaction.com/,n/a,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo (www.privco.com),n/a,1343
Lubbock Truck Sales,Y,TX,80,1990,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,"n/a,",15.50,2018,http://www.lubbocktrucksales.com/,TDCJ Spending,n/a,n/a,PrivCo (www.privco.com),n/a,1344
Mandel Metals,Y,IL,65,1968,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,Y,"n/a,",15.50,2018,https://www.mandelmetals.com/,NYS DOCCS Spending,n/a,See corrections source,PrivCo (www.privco.com),n/a,1345
